sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( m/s);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.438;3.3594;9.0445;-1.5664;3.5946;8.9886;0.0516;-0.0374;0.1056;0.0099;0.001;-0.002;-12.31;-18.07;-36.35;104.05;-21.49;9.93;801.82;74.568;50.824734;4.073188;9794.0;NaN;1995.8511;274.25;46.0;106.8;3 / 20;3229876;2015-03-03 14:50:55:431
-1.6975;3.4594;8.8112;-1.5876;3.5716;8.9941;-0.0409;-0.0343;0.1267;0.0035;0.0032;-0.0042;-9.85;-18.07;-37.37;104.04;-21.45;9.94;801.83;75.165;50.824734;4.073188;9794.0;NaN;1995.7455;274.25;46.0;106.8;3 / 20;3230376;2015-03-03 14:50:55:931
-1.9332;3.5998;8.9659;-1.5626;3.5772;8.9963;0.0108;-0.0711;0.0524;0.0024;0.0021;-0.0042;-11.43;-17.9;-37.54;102.06;-21.51;9.98;801.84;74.91;50.824734;4.073188;9794.0;NaN;1995.6384;274.25;46.0;106.8;3 / 20;3230876;2015-03-03 14:50:56:431
-1.6142;3.4832;9.3111;-1.6053;3.5803;8.9875;-0.0746;-0.0201;0.061;0.012;0.0053;-0.002;-11.6;-17.72;-36.35;104.25;-21.39;10.01;801.84;75.614;50.824734;4.073188;9794.0;NaN;1995.6384;274.25;46.0;106.8;3 / 20;3231376;2015-03-03 14:50:56:931
-1.3547;3.5093;8.4232;-1.5611;3.5859;8.993;0.1326;-0.0539;-0.0024;0.0088;-0.0075;-0.0031;-10.37;-17.55;-37.54;102.73;-21.44;9.91;801.85;75.364;50.824734;4.073188;9794.0;NaN;1995.5321;274.25;46.0;106.8;3 / 20;3231879;2015-03-03 14:50:57:434
-1.5309;3.7236;8.6874;-1.6016;3.5819;8.9875;0.0168;-0.019;0.0202;0.011;0.0085;-0.001;-11.25;-18.42;-36.01;104.66;-21.47;10.06;801.86;75.425;50.824734;4.073188;9794.0;NaN;1995.4265;274.25;46.0;106.8;3 / 20;3232375;2015-03-03 14:50:57:930
-1.826;3.6093;8.6826;-1.641;3.5718;8.9844;-0.0819;-0.0772;0.0576;0.0227;0.0138;0.0012;-12.48;-17.55;-36.52;102.93;-21.45;10.22;801.85;75.434;50.824734;4.073188;9794.0;NaN;1995.5321;274.25;46.0;106.8;3 / 20;3232875;2015-03-03 14:50:58:430
-1.5523;3.5831;9.1611;-1.6032;3.608;8.9768;0.0362;-0.0362;-0.1092;0.0024;-0.0118;-0.0042;-10.73;-16.85;-36.18;101.72;-21.46;10.19;801.84;76.176;50.824734;4.073188;9794.0;NaN;1995.6384;274.25;46.0;106.8;3 / 20;3233375;2015-03-03 14:50:58:930
-1.6808;3.4141;8.9159;-1.5781;3.5803;8.9923;-0.0755;-0.0048;-0.0618;0.0088;0.0053;-0.001;-11.96;-17.02;-37.03;100.18;-21.42;9.87;801.84;74.876;50.824734;4.073188;9794.0;NaN;1995.6384;274.25;46.0;106.8;3 / 20;3233880;2015-03-03 14:50:59:435
-1.3571;3.4189;9.192;-1.6237;3.5521;8.9954;-0.0541;-0.0531;0.0374;0.0067;0.0096;-0.0031;-12.48;-17.9;-35.84;104.43;-21.3;10.06;801.83;75.572;50.824734;4.073188;9794.0;NaN;1995.7455;274.25;46.0;106.8;3 / 20;3234375;2015-03-03 14:50:59:930
-1.488;3.476;8.8493;-1.6056;3.5727;8.9904;-0.1152;-0.0377;0.0092;0.0056;-0.0086;-0.0042;-11.6;-18.42;-35.67;104.38;-21.32;10.11;801.82;75.169;50.824734;4.073188;9794.0;NaN;1995.8511;274.25;46.0;106.8;3 / 20;3234875;2015-03-03 14:51:00:430
-1.5166;3.4189;8.6208;-1.5804;3.6019;8.9833;0.0552;-0.048;-5.0E-4;0.0024;-0.0086;-0.0052;-11.96;-16.32;-35.67;98.26;-21.55;9.98;801.8;75.822;50.824734;4.073188;9794.0;NaN;1996.0646;274.25;46.0;106.8;3 / 20;3235375;2015-03-03 14:51:00:930
-1.857;3.695;9.0183;-1.5709;3.5929;8.9885;-0.0943;0.0272;0.24;0.0067;0.0021;-0.0042;-11.6;-17.72;-34.98;105.27;-21.49;9.91;801.79;75.061;50.824734;4.073188;9794.0;NaN;1996.1709;274.25;46.0;106.8;3 / 20;3235875;2015-03-03 14:51:01:430
-1.8522;3.6879;8.8969;-1.6381;3.5836;8.9803;0.0556;-0.0411;-0.0362;0.0067;-0.0075;-0.0031;-12.66;-17.37;-35.32;102.24;-21.37;10.25;801.79;75.239;50.824734;4.073188;9794.0;NaN;1996.1709;274.25;46.0;106.8;3 / 20;3236375;2015-03-03 14:51:01:930
-1.6665;3.5855;9.1349;-1.6382;3.5652;8.9875;-0.0136;-0.0809;-0.0819;0.0131;0.0085;-0.002;-11.43;-17.2;-36.52;100.59;-21.4;10.27;801.79;75.771;50.824734;4.073188;9794.0;NaN;1996.1709;274.25;46.0;106.8;3 / 20;3236876;2015-03-03 14:51:02:431
-1.7284;3.5784;9.0897;-1.5857;3.5931;8.9859;0.0463;-0.0849;-0.1563;0.012;0.0106;-0.002;-12.13;-18.6;-36.18;106.91;-21.42;10.1;801.79;75.416;50.824734;4.073188;9794.0;NaN;1996.1709;274.25;46.0;106.8;3 / 20;3237375;2015-03-03 14:51:02:930
-1.4809;3.3094;9.1325;-1.6228;3.5858;8.9822;0.0416;-0.0652;0.0165;0.0099;-0.0033;-0.001;-11.6;-16.67;-36.69;100.14;-21.45;10.24;801.79;75.22;50.824734;4.073188;9794.0;NaN;1996.1709;274.25;46.0;106.8;3 / 20;3237876;2015-03-03 14:51:03:431
-1.3;3.3165;9.104;-1.6066;3.5863;8.9849;0.0658;-0.1054;0.0743;0.0067;-0.0011;-0.002;-11.96;-18.77;-36.35;106.79;-21.47;10.31;801.79;75.714;50.824734;4.073188;9794.0;NaN;1996.1709;274.25;46.0;106.8;3 / 20;3238376;2015-03-03 14:51:03:931
-1.3999;3.4451;8.6255;-1.5852;3.5913;8.9867;0.1074;-0.0114;-0.0579;0.0174;0.0042;-0.001;-10.73;-16.15;-35.84;98.64;-21.5;10.1;801.79;75.652;50.824734;4.073188;9794.0;NaN;1996.1709;274.25;46.0;106.8;3 / 20;3238876;2015-03-03 14:51:04:431
-1.6927;3.4284;8.5541;-1.6099;3.5801;8.9868;0.0458;-0.056;-0.0855;0.0056;-0.0022;-0.0042;-10.55;-17.37;-35.32;103.25;-21.34;10.21;801.79;75.309;50.824734;4.073188;9794.0;NaN;1996.1709;274.25;46.0;106.8;3 / 20;3239375;2015-03-03 14:51:04:930
-1.2286;3.3237;8.4732;-1.6272;3.5845;8.9819;-0.0834;0.0153;-0.0653;-0.004;-0.0118;-0.0031;-13.71;-15.62;-37.03;96.99;-21.44;10.27;801.81;75.248;50.824734;4.073188;9794.0;NaN;1995.9583;274.25;46.0;106.8;3 / 20;3239876;2015-03-03 14:51:05:431
-1.7046;3.6355;9.1087;-1.6384;3.5893;8.9779;-0.097;0.0105;0.0058;0.0067;-0.0043;-0.0031;-11.78;-16.85;-36.18;101.47;-21.38;10.2;801.81;75.147;50.824734;4.073188;9794.0;NaN;1995.9583;274.25;46.0;106.8;3 / 20;3240376;2015-03-03 14:51:05:931
-1.8832;3.5569;9.2611;-1.6014;3.5898;8.9844;-0.0387;-0.0079;0.0529;0.012;-0.015;-0.0042;-11.43;-16.85;-36.18;101.71;-21.47;10.17;801.81;75.315;50.824734;4.073188;9794.0;NaN;1995.9583;274.25;46.0;106.8;3 / 20;3240876;2015-03-03 14:51:06:431
-1.9046;3.4641;9.2016;-1.612;3.5687;8.9909;0.0175;-0.005;0.0452;0.012;0.0085;-0.0031;-11.78;-17.9;-37.2;103.15;-21.34;10.11;801.81;75.641;50.824734;4.073188;9794.0;NaN;1995.9583;274.25;46.0;106.8;3 / 20;3241376;2015-03-03 14:51:06:931
-1.607;3.6498;8.7303;-1.5898;3.5825;8.9894;0.0748;-0.0496;0.0701;0.0099;0.0064;-0.001;-10.9;-18.07;-35.67;104.77;-21.43;10.01;801.8;75.409;50.824734;4.073188;9794.0;NaN;1996.0646;274.25;46.0;106.8;3 / 20;3241876;2015-03-03 14:51:07:431
-1.657;3.6902;8.5589;-1.5664;3.5894;8.9907;0.0258;-0.0044;-0.1947;-8.0E-4;-0.015;-0.0042;-10.55;-18.07;-36.35;104.97;-21.33;9.96;801.81;75.027;50.824734;4.073188;9794.0;NaN;1995.9583;274.25;46.0;106.8;3 / 20;3242376;2015-03-03 14:51:07:931
-1.7951;3.5569;8.7398;-1.6029;3.5792;8.9884;-0.0142;-0.0599;-0.052;3.0E-4;-0.0065;-0.0031;-10.55;-18.07;-36.69;103.53;-21.41;10.11;801.81;75.047;50.824734;4.073188;9794.0;NaN;1995.9583;274.25;46.0;106.8;3 / 20;3242877;2015-03-03 14:51:08:432
-1.4856;3.4736;9.242;-1.6431;3.5409;8.9963;-0.1449;-0.0526;-0.0426;0.0067;-0.0054;-0.0031;-12.66;-17.37;-36.35;101.22;-21.3;10.14;801.82;75.799;50.824734;4.073188;9794.0;NaN;1995.8511;274.25;46.0;106.8;3 / 20;3243375;2015-03-03 14:51:08:930
-1.5618;3.4713;8.5565;-1.6025;3.5691;8.9924;-0.0178;0.0132;-0.0706;0.0056;-0.0043;-0.0042;-12.66;-17.37;-35.67;101.43;-21.19;10.14;801.83;75.485;50.824734;4.073188;9794.0;NaN;1995.7455;274.25;46.0;106.8;3 / 20;3243875;2015-03-03 14:51:09:430
-1.7713;3.6069;9.0349;-1.6044;3.5586;8.9963;0.0198;-0.0353;0.2027;0.0142;0.0096;-0.001;-12.13;-18.25;-37.54;101.84;-21.41;10.11;801.83;73.362;50.824734;4.073188;9794.0;NaN;1995.7455;274.25;46.0;106.8;3 / 20;3244382;2015-03-03 14:51:09:937
-1.2357;3.5641;8.4256;-1.5739;3.583;8.992;0.0482;0.0111;-0.0544;-0.0051;-0.0097;-0.0042;-12.13;-16.85;-35.15;102.6;-21.42;9.98;801.85;75.015;50.824734;4.073188;9794.0;NaN;1995.5321;274.25;46.0;106.8;3 / 20;3244876;2015-03-03 14:51:10:431
-1.5094;3.7569;8.3565;-1.5653;3.5642;9.0009;0.1231;0.0309;-0.207;0.0056;0.0;-0.0042;-10.73;-17.55;-36.18;105.02;-21.31;9.87;801.85;74.595;50.824734;4.073188;9794.0;NaN;1995.5321;274.25;46.0;106.8;3 / 20;3245376;2015-03-03 14:51:10:931
-1.4904;3.5474;8.5089;-1.5728;3.5813;8.9928;-0.0245;0.0443;0.1188;0.011;0.0149;1.0E-4;-11.6;-18.07;-36.69;103.17;-21.34;9.89;801.85;74.25;50.824734;4.073188;9794.0;NaN;1995.5321;274.25;46.0;106.8;3 / 20;3245882;2015-03-03 14:51:11:437
-1.5475;3.5593;8.5351;-1.5543;3.5978;8.9894;0.0995;-0.0052;-0.1459;0.0045;0.001;-0.0042;-12.48;-18.25;-36.86;102.93;-21.46;9.86;801.85;74.755;50.824734;4.073188;9794.0;NaN;1995.5321;274.25;46.0;106.8;3 / 20;3246376;2015-03-03 14:51:11:931
-1.8689;3.6569;9.1325;-1.5831;3.5907;8.9873;-0.0873;-0.0316;0.1451;0.0056;-0.0107;-0.0042;-11.25;-18.77;-35.67;107.54;-21.48;9.99;801.85;74.576;50.824734;4.073188;9794.0;NaN;1995.5321;274.25;46.0;106.8;3 / 20;3246875;2015-03-03 14:51:12:430
-1.4309;3.526;8.7564;-1.5893;3.5762;8.992;-0.065;-0.0124;0.0767;0.0088;0.0074;-0.0031;-9.67;-16.5;-35.49;100.62;-21.35;10.04;801.86;75.608;50.824734;4.073188;9794.0;NaN;1995.4265;274.25;46.0;106.8;3 / 20;3247375;2015-03-03 14:51:12:930
-1.4309;3.4165;9.1635;-1.5565;3.6031;8.987;0.1038;-0.0239;-0.041;-0.0019;-0.0097;-0.0042;-12.66;-18.42;-36.35;103.62;-21.45;9.96;801.85;75.037;50.824734;4.073188;9794.0;NaN;1995.5321;274.25;46.0;106.8;3 / 20;3247876;2015-03-03 14:51:13:431
-1.4999;3.6974;8.5708;-1.5734;3.6142;8.9796;-0.127;-0.0498;0.1265;0.0045;-0.0086;-0.0063;-10.37;-17.55;-34.81;106.43;-21.59;9.93;801.86;75.617;50.824734;4.073188;9794.0;NaN;1995.4265;274.25;46.0;106.8;3 / 20;3248376;2015-03-03 14:51:13:931
-1.8213;3.6379;8.8088;-1.5933;3.5906;8.9855;0.0197;-0.0524;-0.0276;0.0078;0.0117;-0.002;-10.37;-17.9;-36.86;103.69;-21.61;9.8;801.86;75.738;50.824734;4.073188;9794.0;NaN;1995.4265;274.25;46.0;106.8;3 / 20;3248875;2015-03-03 14:51:14:430
-1.7118;3.4689;8.9112;-1.5866;3.5867;8.9883;-0.0202;0.0383;-0.0451;0.0056;-0.0065;-0.0042;-10.9;-18.07;-38.05;102.24;-21.42;10.15;801.85;76.222;50.824734;4.073188;9794.0;NaN;1995.5321;274.25;46.0;106.8;3 / 20;3249376;2015-03-03 14:51:14:931
-1.3047;3.4141;8.6945;-1.5478;3.5875;8.9947;0.0424;0.0055;-0.073;-0.0029;-0.015;-0.0042;-10.9;-17.02;-36.69;100.55;-21.42;9.76;801.85;76.633;50.824734;4.073188;9794.0;NaN;1995.5321;274.25;46.0;106.8;3 / 20;3249876;2015-03-03 14:51:15:431
-1.3595;3.5498;8.7303;-1.531;3.5873;8.9977;0.0322;-0.0389;-0.0566;-0.0029;-0.0043;-0.0063;-9.85;-20.53;-37.37;113.16;-21.37;9.66;801.86;75.792;50.824734;4.073188;9794.0;NaN;1995.4265;274.25;46.0;106.8;3 / 20;3250375;2015-03-03 14:51:15:930
-1.3928;3.5998;8.6493;-1.562;3.5707;8.9989;-0.1845;-0.0699;0.2299;0.0099;-0.0139;-0.0042;-10.2;-20.88;-37.37;113.12;-21.35;9.85;801.87;76.214;50.824734;4.073188;9794.0;NaN;1995.3193;274.25;46.0;106.8;3 / 20;3250875;2015-03-03 14:51:16:430
-1.219;3.4546;8.3708;-1.5587;3.5673;9.0008;0.0503;-0.099;0.1101;0.0045;0.0074;-0.002;-13.54;-18.25;-35.15;104.44;-21.33;9.82;801.87;75.894;50.824734;4.073188;9794.0;NaN;1995.3193;274.25;46.0;106.8;3 / 20;3251376;2015-03-03 14:51:16:931
-1.707;3.7093;8.6874;-1.5704;3.5668;8.999;-0.0782;-0.0169;0.0496;0.0035;0.0053;-0.0031;-12.31;-17.02;-33.96;103.95;-21.37;9.66;801.87;76.31;50.824734;4.073188;9794.0;NaN;1995.3193;274.25;46.0;106.8;3 / 20;3251876;2015-03-03 14:51:17:431
-1.7618;3.6117;8.6707;-1.5693;3.5701;8.9979;0.0586;-0.0346;0.0891;0.0088;-0.0033;-0.0031;-13.19;-18.95;-37.2;105.29;-21.35;9.89;801.87;76.241;50.824734;4.073188;9794.0;NaN;1995.3193;274.25;46.0;106.8;3 / 20;3252378;2015-03-03 14:51:17:933
-1.8379;3.6807;8.8826;-1.585;3.575;8.9932;-0.1545;0.0;0.0967;0.0035;0.0074;-0.002;-11.25;-16.67;-37.03;100.49;-21.45;9.97;801.87;75.698;50.824734;4.073188;9794.0;NaN;1995.3193;274.25;46.0;106.8;3 / 20;3252876;2015-03-03 14:51:18:431
-1.4523;3.3046;8.7731;-1.6194;3.5832;8.9838;0.0069;-0.0237;-0.0722;0.012;-0.0054;1.0E-4;-11.6;-17.37;-36.35;101.56;-21.33;10.1;801.87;76.006;50.824734;4.073188;9794.0;NaN;1995.3193;274.25;46.0;106.8;3 / 20;3253375;2015-03-03 14:51:18:930
-1.3309;3.5403;9.1754;-1.6162;3.5789;8.9861;-0.1311;-0.0195;0.1944;0.0078;0.001;-0.002;-10.73;-18.25;-36.18;104.8;-21.4;10.11;801.86;76.162;50.824734;4.073188;9794.0;NaN;1995.4265;274.25;46.0;106.8;3 / 20;3253876;2015-03-03 14:51:19:431
-1.7903;3.5236;8.6541;-1.6075;3.5926;8.9822;0.0628;-0.0408;-0.0768;0.0078;-0.0033;-0.0031;-12.66;-16.67;-36.01;100.97;-21.44;10.22;801.84;76.71;50.824734;4.073188;9794.0;NaN;1995.6384;274.25;46.0;106.8;3 / 20;3254377;2015-03-03 14:51:19:932
-1.6451;3.5212;8.4375;-1.5786;3.5594;9.0005;0.0293;0.0121;0.0496;0.0056;-0.0065;-0.0052;-11.96;-17.72;-36.69;103.28;-21.28;9.95;801.83;76.941;50.824734;4.073188;9794.0;NaN;1995.7455;274.25;46.0;106.8;3 / 20;3254876;2015-03-03 14:51:20:431
-1.5928;3.4736;8.6017;-1.593;3.5574;8.9988;-0.1055;-0.0577;-0.0279;0.0078;0.0096;-0.0042;-11.43;-18.25;-36.52;104.0;-21.2;9.81;801.81;76.428;50.824734;4.073188;9794.0;NaN;1995.9583;274.25;46.0;106.8;3 / 20;3255376;2015-03-03 14:51:20:931
-1.3047;3.2713;8.9254;-1.6204;3.5484;8.9974;-0.01;-0.0364;0.1917;0.011;-0.0054;-0.002;-11.08;-17.55;-35.84;105.1;-21.26;10.04;801.79;76.842;50.824734;4.073188;9794.0;NaN;1996.1709;274.25;46.0;106.8;3 / 20;3255880;2015-03-03 14:51:21:435
-1.9522;3.7045;9.1206;-1.5925;3.5671;8.995;-0.1764;0.0328;0.044;0.012;0.0;-0.0052;-11.78;-18.6;-36.52;106.0;-21.3;9.88;801.78;76.719;50.824734;4.073188;9794.0;NaN;1996.278;274.25;46.0;106.8;3 / 20;3256376;2015-03-03 14:51:21:931
-1.5499;3.1951;9.104;-1.5809;3.5817;8.9913;0.0456;-0.0164;-0.0342;0.0195;0.0128;-0.001;-11.6;-18.07;-36.35;104.49;-21.27;10.02;801.78;76.658;50.824734;4.073188;9794.0;NaN;1996.278;274.25;46.0;106.8;3 / 20;3256876;2015-03-03 14:51:22:431
-1.8118;3.4451;8.7755;-1.5879;3.5967;8.984;0.0278;-0.0368;-0.0085;0.011;-0.0129;-0.0042;-11.43;-18.95;-34.47;110.01;-21.52;10.02;801.78;76.259;50.824734;4.073188;9794.0;NaN;1996.278;274.25;46.0;106.8;3 / 20;3257376;2015-03-03 14:51:22:931
-1.4428;3.3118;9.0135;-1.5659;3.5799;8.9946;0.1096;0.0203;0.1447;0.0056;-0.0033;-0.0031;-11.96;-18.77;-36.69;105.67;-21.45;10.05;801.79;76.583;50.824734;4.073188;9794.0;NaN;1996.1709;274.25;46.0;106.8;3 / 20;3257875;2015-03-03 14:51:23:430
-1.3523;3.4284;8.7398;-1.5998;3.5689;8.993;-0.096;-0.0483;0.0789;0.0067;-0.0065;-0.0052;-11.25;-18.07;-37.37;103.67;-21.34;10.09;801.82;76.027;50.824734;4.073188;9794.0;NaN;1995.8511;274.25;46.0;106.8;3 / 20;3258375;2015-03-03 14:51:23:930
-1.3976;3.4379;8.4851;-1.591;3.5735;8.9927;-0.0187;-0.0261;0.0036;0.0184;0.0053;1.0E-4;-11.25;-18.42;-37.03;103.58;-21.39;9.95;801.84;76.358;50.824734;4.073188;9794.0;NaN;1995.6384;274.25;46.0;106.8;3 / 20;3258876;2015-03-03 14:51:24:431
-1.2738;3.5117;8.3042;-1.5779;3.574;8.9948;-0.0201;-0.0354;0.0276;0.0088;0.0074;-0.002;-11.25;-18.42;-36.69;103.6;-21.38;9.95;801.86;76.331;50.824734;4.073188;9794.0;NaN;1995.4265;274.25;46.0;106.8;3 / 20;3259375;2015-03-03 14:51:24:930
-1.4833;3.4784;8.1899;-1.5695;3.5848;8.992;-0.0728;-0.006;-0.1102;0.0045;-0.0065;-0.002;-11.78;-18.25;-36.86;103.07;-21.39;9.8;801.86;75.862;50.824734;4.073188;9794.0;NaN;1995.4265;274.25;46.0;106.8;3 / 20;3259876;2015-03-03 14:51:25:431
-1.4499;3.5807;7.9781;-1.525;3.5917;8.9969;-0.0795;-0.0106;0.0395;0.012;0.001;-0.0031;-11.78;-18.25;-35.84;104.13;-21.47;9.62;801.88;75.822;50.824734;4.073188;9794.0;NaN;1995.213;274.25;46.0;106.8;3 / 20;3260376;2015-03-03 14:51:25:931
-1.35;3.7212;8.1875;-1.5596;3.5818;8.9949;0.0886;-0.048;-0.0274;0.0131;0.0138;-0.002;-10.9;-16.67;-34.98;102.85;-21.55;9.69;801.9;76.19;50.824734;4.073188;9794.0;NaN;1995.0004;274.25;46.0;106.8;3 / 20;3260875;2015-03-03 14:51:26:430
-1.7713;3.6165;8.6779;-1.5792;3.5731;8.995;-0.0373;-0.0843;-0.0686;0.0045;-0.015;-0.0031;-11.96;-17.37;-35.32;102.54;-21.45;9.84;801.91;76.318;50.824734;4.073188;9794.0;NaN;1994.894;274.25;46.0;106.8;3 / 20;3261376;2015-03-03 14:51:26:931
-1.5618;3.6022;8.497;-1.5625;3.5935;8.9898;0.0444;-0.0337;0.1794;-8.0E-4;0.0;-0.0031;-12.83;-17.2;-35.84;100.83;-21.51;10.03;801.91;76.276;50.824734;4.073188;9794.0;NaN;1994.894;274.25;46.0;106.8;3 / 20;3261876;2015-03-03 14:51:27:431
-1.2643;3.4951;8.4399;-1.5813;3.5837;8.9904;0.0291;-0.0322;0.1213;0.0056;-0.0065;-0.0052;-12.13;-18.25;-36.18;104.06;-21.49;9.87;801.91;75.229;50.824734;4.073188;9794.0;NaN;1994.894;274.25;46.0;106.8;3 / 20;3262375;2015-03-03 14:51:27:930
-1.3143;3.6022;8.4613;-1.5857;3.5758;8.9928;-0.0707;-0.0362;0.0595;0.0131;-0.0054;-0.002;-11.6;-18.07;-36.69;103.07;-21.38;10.0;801.9;75.56;50.824734;4.073188;9794.0;NaN;1995.0004;274.25;46.0;106.8;3 / 20;3262875;2015-03-03 14:51:28:430
-1.4904;3.5046;8.4041;-1.5947;3.5603;8.9973;0.0407;-0.0799;-0.1052;0.0045;0.0;-0.0052;-12.83;-17.9;-34.81;104.88;-21.38;10.01;801.9;74.703;50.824734;4.073188;9794.0;NaN;1995.0004;274.25;46.0;106.8;3 / 20;3263381;2015-03-03 14:51:28:936
-1.638;3.476;8.5065;-1.5713;3.5607;9.0013;0.1298;-0.0036;0.0909;0.0035;-0.015;-0.0042;-12.66;-17.37;-34.98;102.38;-21.29;9.9;801.88;75.017;50.824734;4.073188;9794.0;NaN;1995.213;274.25;46.0;106.8;3 / 20;3263876;2015-03-03 14:51:29:431
-1.5118;3.3284;9.4682;-1.5764;3.5766;8.9941;0.079;-0.0219;-0.1406;0.012;0.0096;1.0E-4;-11.6;-17.37;-37.03;100.35;-21.34;9.99;801.88;74.69;50.824734;4.073188;9794.0;NaN;1995.213;274.25;46.0;106.8;3 / 20;3264376;2015-03-03 14:51:29:931
-1.4214;3.5308;8.9159;-1.5791;3.567;8.9974;-0.0428;-0.0531;0.1582;0.0035;-0.0043;-0.002;-12.48;-15.8;-36.86;97.5;-21.35;10.24;801.88;76.315;50.824734;4.073188;9794.0;NaN;1995.213;274.25;46.0;106.8;3 / 20;3264875;2015-03-03 14:51:30:430
-1.3952;3.3808;8.7326;-1.5569;3.5775;8.9971;-0.1018;0.0371;-0.0249;3.0E-4;-0.0235;-0.0042;-10.55;-18.07;-34.64;106.13;-21.39;9.89;801.87;75.359;50.824734;4.073188;9794.0;NaN;1995.3193;274.25;46.0;106.8;3 / 20;3265376;2015-03-03 14:51:30:931
-1.488;3.3284;8.8874;-1.6014;3.5827;8.9872;-0.1019;-0.0735;-0.0304;0.0227;0.0245;1.0E-4;-11.78;-17.2;-36.18;101.42;-21.4;9.93;801.87;75.714;50.824734;4.073188;9794.0;NaN;1995.3193;274.25;46.0;106.8;3 / 20;3265876;2015-03-03 14:51:31:431
-1.2809;3.3832;8.6255;-1.5969;3.5831;8.9878;0.0521;-0.0498;-0.1057;0.0184;-0.0054;-0.0052;-11.08;-17.55;-35.84;104.74;-21.43;10.08;801.87;76.228;50.824734;4.073188;9794.0;NaN;1995.3193;274.25;46.0;106.8;3 / 20;3266378;2015-03-03 14:51:31:933
-1.2928;3.5831;8.685;-1.5866;3.5814;8.9904;-0.117;-0.0577;0.1161;0.0163;0.016;-0.001;-11.78;-18.25;-36.18;104.32;-21.36;9.83;801.87;76.178;50.824734;4.073188;9794.0;NaN;1995.3193;274.25;46.0;106.8;3 / 20;3266876;2015-03-03 14:51:32:431
-1.6166;3.5641;8.3994;-1.6809;3.519;8.9979;-0.0068;0.0042;0.0432;0.0024;-0.0011;-0.0042;-12.48;-18.25;-37.88;102.57;-21.03;10.58;801.87;75.983;50.824734;4.073188;9794.0;NaN;1995.3193;274.25;46.0;106.8;3 / 20;3267376;2015-03-03 14:51:32:931
-1.3428;3.2713;9.0326;-1.6657;3.5285;8.997;0.0198;-0.0424;-0.0137;-0.0029;-0.0235;-0.0052;-12.83;-18.6;-34.81;108.0;-21.04;10.53;801.87;75.489;50.824734;4.073188;9794.0;NaN;1995.3193;274.25;46.0;106.8;3 / 20;3267875;2015-03-03 14:51:33:430
-1.319;3.3641;9.1087;-1.5659;3.5828;8.9934;0.0035;-0.001;-0.071;0.0078;0.0064;-0.002;-11.78;-18.95;-35.84;107.21;-21.28;9.94;801.88;76.083;50.824734;4.073188;9794.0;NaN;1995.213;274.25;46.0;106.8;3 / 20;3268375;2015-03-03 14:51:33:930
-1.5761;3.3118;9.1992;-1.6205;3.565;8.9908;0.0228;-0.0192;0.1212;0.0035;-0.0043;-0.0031;-11.25;-18.77;-36.69;106.5;-21.35;10.14;801.88;76.623;50.824734;4.073188;9794.0;NaN;1995.213;274.25;46.0;106.8;3 / 20;3268876;2015-03-03 14:51:34:431
-1.4309;3.3475;8.7683;-1.5956;3.5658;8.995;-0.0486;-0.043;-0.0508;0.0142;0.0053;-0.0042;-10.73;-17.55;-37.2;103.67;-21.34;10.13;801.86;75.069;50.824734;4.073188;9794.0;NaN;1995.4265;274.25;46.0;106.8;0 / 20;3269375;2015-03-03 14:51:34:930
-1.7165;3.6712;8.7826;-1.5662;3.597;8.9877;-0.0059;0.0312;0.1264;0.0088;0.0074;-0.0042;-11.78;-17.55;-36.52;103.13;-21.36;9.9;801.87;75.956;50.824734;4.073188;9794.0;NaN;1995.3193;274.25;46.0;106.8;0 / 20;3269876;2015-03-03 14:51:35:431
-1.5618;3.6522;8.5113;-1.6005;3.5848;8.9866;0.0573;-0.0116;-0.0693;0.0131;-0.0054;-0.0042;-12.31;-19.13;-34.98;108.27;-21.35;9.95;801.87;75.798;50.824734;4.073188;9794.0;NaN;1995.3193;274.25;46.0;106.8;0 / 20;3270378;2015-03-03 14:51:35:933
-1.6594;3.5855;8.4422;-1.5725;3.5986;8.986;-0.0304;-0.0156;-0.0321;0.0131;0.0149;-0.0042;-11.43;-18.6;-37.2;106.22;-21.52;9.87;801.87;75.106;50.824734;4.073188;9794.0;NaN;1995.3193;274.25;46.0;106.8;0 / 20;3270876;2015-03-03 14:51:36:431
